Mu,Sigma_Hat_Next,Sigma_Hat_Avg,Nu,Alpha1,Beta1,Persistence
0.0007644499133471556,0.028455976517599933,0.010205119376240092,5.763346542289394,0.0943844710325937,0.9000530971746121,0.9944375682072059
